"id","pred"
"2016_1320_1463",0.548
"2016_1323_1328",0.352
"2016_1323_1332",0.338
"2016_1323_1333",0.75
"2016_1323_1338",0.578
"2016_1323_1344",0.682
"2016_1323_1345",0.476
"2016_1323_1355",0.636
"2016_1323_1371",0.652
"2016_1323_1372",0.836
"2016_1323_1380",0.806
"2016_1323_1386",0.528
"2016_1323_1392",0.666
"2016_1323_1393",0.63
"2016_1323_1396",0.712
"2016_1323_1400",0.836
"2016_1323_1401",0.484
"2016_1323_1403",0.814
"2016_1323_1409",0.8
"2016_1323_1421",0.758
"2016_1323_1423",0.658
"2016_1323_1425",0.788
"2016_1323_1428",0.456
"2016_1323_1433",0.596
"2016_1323_1435",0.688
"2016_1323_1437",0.342
"2016_1323_1438",0.312
"2016_1323_1451",0.658
"2016_1323_1452",0.446
"2016_1323_1453",0.77
"2016_1323_1455",0.534
"2016_1323_1458",0.878
"2016_1323_1462",0.546
"2016_1323_1463",0.536
"2016_1328_1332",0.896
"2016_1328_1333",0.784
"2016_1328_1338",0.768
"2016_1328_1344",0.85
"2016_1328_1345",0.836
"2016_1328_1355",0.878
"2016_1328_1371",0.91
"2016_1328_1372",0.768
"2016_1328_1380",0.79
"2016_1328_1386",0.836
"2016_1328_1392",0.886
"2016_1328_1393",0.664
"2016_1328_1396",0.822
"2016_1328_1400",0.826
"2016_1328_1401",0.948
"2016_1328_1403",0.788
"2016_1328_1409",0.832
"2016_1328_1421",0.818
"2016_1328_1423",0.872
"2016_1328_1425",0.85
"2016_1328_1428",0.78
"2016_1328_1433",0.908
"2016_1328_1435",0.738
"2016_1328_1437",0.334
"2016_1328_1438",0.598
"2016_1328_1451",0.744
"2016_1328_1452",0.776
"2016_1328_1453",0.846
"2016_1328_1455",0.816
"2016_1328_1458",0.872
"2016_1328_1462",0.818
"2016_1328_1463",0.81
"2016_1332_1333",0.894
"2016_1332_1338",0.856
"2016_1332_1344",0.924
"2016_1332_1345",0.85
"2016_1332_1355",0.912
"2016_1332_1371",0.948
"2016_1332_1372",0.768
"2016_1332_1380",0.842
"2016_1332_1386",0.916
"2016_1332_1392",0.896
"2016_1332_1393",0.772
"2016_1332_1396",0.876
"2016_1332_1400",0.892
"2016_1332_1401",0.886
"2016_1332_1403",0.884
"2016_1332_1409",0.864
"2016_1332_1421",0.908
"2016_1332_1423",0.906
"2016_1332_1425",0.898
"2016_1332_1428",0.802
"2016_1332_1433",0.924
"2016_1332_1435",0.796
"2016_1332_1437",0.312
"2016_1332_1438",0.634
"2016_1332_1451",0.808
"2016_1332_1452",0.85
"2016_1332_1453",0.908
"2016_1332_1455",0.892
"2016_1332_1458",0.936
"2016_1332_1462",0.818
"2016_1332_1463",0.87
"2016_1333_1338",0.348
"2016_1333_1344",0.302
"2016_1333_1345",0.388
"2016_1333_1355",0.34
"2016_1333_1371",0.414
"2016_1333_1372",0.548
"2016_1333_1380",0.578
"2016_1333_1386",0.276
"2016_1333_1392",0.386
"2016_1333_1393",0.284
"2016_1333_1396",0.476
"2016_1333_1400",0.584
"2016_1333_1401",0.342
"2016_1333_1403",0.388
"2016_1333_1409",0.536
"2016_1333_1421",0.376
"2016_1333_1423",0.272
"2016_1333_1425",0.44
"2016_1333_1428",0.372
"2016_1333_1433",0.16
"2016_1333_1435",0.396
"2016_1333_1437",0.304
"2016_1333_1438",0.352
"2016_1333_1451",0.5
"2016_1333_1452",0.364
"2016_1333_1453",0.41
"2016_1333_1455",0.192
"2016_1333_1458",0.402
"2016_1333_1462",0.546
"2016_1333_1463",0.376
"2016_1338_1344",0.502
"2016_1338_1345",0.39
"2016_1338_1355",0.484
"2016_1338_1371",0.458
"2016_1338_1372",0.53
"2016_1338_1380",0.718
"2016_1338_1386",0.37
"2016_1338_1392",0.42
"2016_1338_1393",0.37
"2016_1338_1396",0.622
"2016_1338_1400",0.732
"2016_1338_1401",0.398
"2016_1338_1403",0.534
"2016_1338_1409",0.702
"2016_1338_1421",0.548
"2016_1338_1423",0.446
"2016_1338_1425",0.608
"2016_1338_1428",0.406
"2016_1338_1433",0.446
"2016_1338_1435",0.538
"2016_1338_1437",0.308
"2016_1338_1438",0.434
"2016_1338_1451",0.526
"2016_1338_1452",0.298
"2016_1338_1453",0.612
"2016_1338_1455",0.38
"2016_1338_1458",0.524
"2016_1338_1462",0.418
"2016_1338_1463",0.352
"2016_1344_1345",0.42
"2016_1344_1355",0.52
"2016_1344_1371",0.55
"2016_1344_1372",0.582
"2016_1344_1380",0.82
"2016_1344_1386",0.43
"2016_1344_1392",0.482
"2016_1344_1393",0.524
"2016_1344_1396",0.724
"2016_1344_1400",0.856
"2016_1344_1401",0.404
"2016_1344_1403",0.684
"2016_1344_1409",0.804
"2016_1344_1421",0.65
"2016_1344_1423",0.512
"2016_1344_1425",0.81
"2016_1344_1428",0.386
"2016_1344_1433",0.562
"2016_1344_1435",0.654
"2016_1344_1437",0.252
"2016_1344_1438",0.316
"2016_1344_1451",0.596
"2016_1344_1452",0.404
"2016_1344_1453",0.772
"2016_1344_1455",0.412
"2016_1344_1458",0.68
"2016_1344_1462",0.424
"2016_1344_1463",0.518
"2016_1345_1355",0.772
"2016_1345_1371",0.788
"2016_1345_1372",0.744
"2016_1345_1380",0.744
"2016_1345_1386",0.766
"2016_1345_1392",0.824
"2016_1345_1393",0.602
"2016_1345_1396",0.76
"2016_1345_1400",0.796
"2016_1345_1401",0.816
"2016_1345_1403",0.766
"2016_1345_1409",0.78
"2016_1345_1421",0.784
"2016_1345_1423",0.804
"2016_1345_1425",0.822
"2016_1345_1428",0.706
"2016_1345_1433",0.814
"2016_1345_1435",0.68
"2016_1345_1437",0.334
"2016_1345_1438",0.55
"2016_1345_1451",0.674
"2016_1345_1452",0.644
"2016_1345_1453",0.8
"2016_1345_1455",0.728
"2016_1345_1458",0.816
"2016_1345_1462",0.708
"2016_1345_1463",0.664
"2016_1355_1371",0.534
"2016_1355_1372",0.514
"2016_1355_1380",0.656
"2016_1355_1386",0.506
"2016_1355_1392",0.484
"2016_1355_1393",0.286
"2016_1355_1396",0.682
"2016_1355_1400",0.7
"2016_1355_1401",0.456
"2016_1355_1403",0.482
"2016_1355_1409",0.644
"2016_1355_1421",0.524
"2016_1355_1423",0.502
"2016_1355_1425",0.68
"2016_1355_1428",0.478
"2016_1355_1433",0.614
"2016_1355_1435",0.498
"2016_1355_1437",0.19
"2016_1355_1438",0.308
"2016_1355_1451",0.55
"2016_1355_1452",0.376
"2016_1355_1453",0.646
"2016_1355_1455",0.498
"2016_1355_1458",0.554
"2016_1355_1462",0.352
"2016_1355_1463",0.436
"2016_1371_1372",0.652
"2016_1371_1380",0.636
"2016_1371_1386",0.604
"2016_1371_1392",0.64
"2016_1371_1393",0.368
"2016_1371_1396",0.666
"2016_1371_1400",0.682
"2016_1371_1401",0.496
"2016_1371_1403",0.546
"2016_1371_1409",0.658
"2016_1371_1421",0.554
"2016_1371_1423",0.578
"2016_1371_1425",0.702
"2016_1371_1428",0.508
"2016_1371_1433",0.596
"2016_1371_1435",0.516
"2016_1371_1437",0.38
"2016_1371_1438",0.474
"2016_1371_1451",0.57
"2016_1371_1452",0.332
"2016_1371_1453",0.664
"2016_1371_1455",0.564
"2016_1371_1458",0.62
"2016_1371_1462",0.494
"2016_1371_1463",0.434
"2016_1372_1380",0.606
"2016_1372_1386",0.6
"2016_1372_1392",0.518
"2016_1372_1393",0.46
"2016_1372_1396",0.63
"2016_1372_1400",0.668
"2016_1372_1401",0.602
"2016_1372_1403",0.588
"2016_1372_1409",0.614
"2016_1372_1421",0.596
"2016_1372_1423",0.58
"2016_1372_1425",0.654
"2016_1372_1428",0.646
"2016_1372_1433",0.614
"2016_1372_1435",0.54
"2016_1372_1437",0.308
"2016_1372_1438",0.448
"2016_1372_1451",0.646
"2016_1372_1452",0.762
"2016_1372_1453",0.612
"2016_1372_1455",0.604
"2016_1372_1458",0.63
"2016_1372_1462",0.506
"2016_1372_1463",0.602
"2016_1380_1386",0.322
"2016_1380_1392",0.442
"2016_1380_1393",0.476
"2016_1380_1396",0.6
"2016_1380_1400",0.782
"2016_1380_1401",0.242
"2016_1380_1403",0.564
"2016_1380_1409",0.736
"2016_1380_1421",0.576
"2016_1380_1423",0.398
"2016_1380_1425",0.6
"2016_1380_1428",0.284
"2016_1380_1433",0.394
"2016_1380_1435",0.566
"2016_1380_1437",0.212
"2016_1380_1438",0.23
"2016_1380_1451",0.57
"2016_1380_1452",0.316
"2016_1380_1453",0.646
"2016_1380_1455",0.32
"2016_1380_1458",0.544
"2016_1380_1462",0.346
"2016_1380_1463",0.494
"2016_1386_1392",0.536
"2016_1386_1393",0.512
"2016_1386_1396",0.664
"2016_1386_1400",0.682
"2016_1386_1401",0.552
"2016_1386_1403",0.606
"2016_1386_1409",0.636
"2016_1386_1421",0.612
"2016_1386_1423",0.562
"2016_1386_1425",0.668
"2016_1386_1428",0.51
"2016_1386_1433",0.612
"2016_1386_1435",0.534
"2016_1386_1437",0.268
"2016_1386_1438",0.338
"2016_1386_1451",0.58
"2016_1386_1452",0.598
"2016_1386_1453",0.67
"2016_1386_1455",0.532
"2016_1386_1458",0.616
"2016_1386_1462",0.546
"2016_1386_1463",0.592
"2016_1392_1393",0.438
"2016_1392_1396",0.648
"2016_1392_1400",0.69
"2016_1392_1401",0.528
"2016_1392_1403",0.596
"2016_1392_1409",0.64
"2016_1392_1421",0.632
"2016_1392_1423",0.552
"2016_1392_1425",0.69
"2016_1392_1428",0.574
"2016_1392_1433",0.614
"2016_1392_1435",0.546
"2016_1392_1437",0.218
"2016_1392_1438",0.346
"2016_1392_1451",0.626
"2016_1392_1452",0.568
"2016_1392_1453",0.636
"2016_1392_1455",0.562
"2016_1392_1458",0.636
"2016_1392_1462",0.426
"2016_1392_1463",0.522
"2016_1393_1396",0.608
"2016_1393_1400",0.68
"2016_1393_1401",0.482
"2016_1393_1403",0.458
"2016_1393_1409",0.642
"2016_1393_1421",0.466
"2016_1393_1423",0.506
"2016_1393_1425",0.566
"2016_1393_1428",0.512
"2016_1393_1433",0.416
"2016_1393_1435",0.514
"2016_1393_1437",0.472
"2016_1393_1438",0.722
"2016_1393_1451",0.55
"2016_1393_1452",0.348
"2016_1393_1453",0.536
"2016_1393_1455",0.462
"2016_1393_1458",0.46
"2016_1393_1462",0.548
"2016_1393_1463",0.388
"2016_1396_1400",0.784
"2016_1396_1401",0.418
"2016_1396_1403",0.664
"2016_1396_1409",0.744
"2016_1396_1421",0.642
"2016_1396_1423",0.488
"2016_1396_1425",0.668
"2016_1396_1428",0.412
"2016_1396_1433",0.522
"2016_1396_1435",0.634
"2016_1396_1437",0.274
"2016_1396_1438",0.278
"2016_1396_1451",0.586
"2016_1396_1452",0.436
"2016_1396_1453",0.712
"2016_1396_1455",0.428
"2016_1396_1458",0.62
"2016_1396_1462",0.422
"2016_1396_1463",0.554
"2016_1400_1401",0.398
"2016_1400_1403",0.628
"2016_1400_1409",0.728
"2016_1400_1421",0.598
"2016_1400_1423",0.44
"2016_1400_1425",0.63
"2016_1400_1428",0.39
"2016_1400_1433",0.402
"2016_1400_1435",0.572
"2016_1400_1437",0.328
"2016_1400_1438",0.332
"2016_1400_1451",0.582
"2016_1400_1452",0.42
"2016_1400_1453",0.638
"2016_1400_1455",0.344
"2016_1400_1458",0.67
"2016_1400_1462",0.554
"2016_1400_1463",0.478
"2016_1401_1403",0.738
"2016_1401_1409",0.788
"2016_1401_1421",0.736
"2016_1401_1423",0.804
"2016_1401_1425",0.844
"2016_1401_1428",0.682
"2016_1401_1433",0.804
"2016_1401_1435",0.652
"2016_1401_1437",0.4
"2016_1401_1438",0.562
"2016_1401_1451",0.682
"2016_1401_1452",0.622
"2016_1401_1453",0.854
"2016_1401_1455",0.738
"2016_1401_1458",0.806
"2016_1401_1462",0.754
"2016_1401_1463",0.678
"2016_1403_1409",0.608
"2016_1403_1421",0.414
"2016_1403_1423",0.382
"2016_1403_1425",0.514
"2016_1403_1428",0.414
"2016_1403_1433",0.318
"2016_1403_1435",0.464
"2016_1403_1437",0.354
"2016_1403_1438",0.456
"2016_1403_1451",0.526
"2016_1403_1452",0.36
"2016_1403_1453",0.492
"2016_1403_1455",0.32
"2016_1403_1458",0.43
"2016_1403_1462",0.53
"2016_1403_1463",0.374
"2016_1409_1421",0.618
"2016_1409_1423",0.41
"2016_1409_1425",0.63
"2016_1409_1428",0.322
"2016_1409_1433",0.424
"2016_1409_1435",0.61
"2016_1409_1437",0.236
"2016_1409_1438",0.248
"2016_1409_1451",0.592
"2016_1409_1452",0.368
"2016_1409_1453",0.684
"2016_1409_1455",0.316
"2016_1409_1458",0.606
"2016_1409_1462",0.384
"2016_1409_1463",0.504
"2016_1421_1423",0.264
"2016_1421_1425",0.498
"2016_1421_1428",0.202
"2016_1421_1433",0.318
"2016_1421_1435",0.412
"2016_1421_1437",0.0659999999999999
"2016_1421_1438",0.13
"2016_1421_1451",0.396
"2016_1421_1452",0.19
"2016_1421_1453",0.47
"2016_1421_1455",0.252
"2016_1421_1458",0.322
"2016_1421_1462",0.162
"2016_1421_1463",0.242
"2016_1423_1425",0.622
"2016_1423_1428",0.474
"2016_1423_1433",0.548
"2016_1423_1435",0.454
"2016_1423_1437",0.242
"2016_1423_1438",0.326
"2016_1423_1451",0.578
"2016_1423_1452",0.414
"2016_1423_1453",0.618
"2016_1423_1455",0.48
"2016_1423_1458",0.492
"2016_1423_1462",0.436
"2016_1423_1463",0.478
"2016_1425_1428",0.362
"2016_1425_1433",0.43
"2016_1425_1435",0.594
"2016_1425_1437",0.298
"2016_1425_1438",0.324
"2016_1425_1451",0.554
"2016_1425_1452",0.37
"2016_1425_1453",0.668
"2016_1425_1455",0.364
"2016_1425_1458",0.65
"2016_1425_1462",0.482
"2016_1425_1463",0.448
"2016_1428_1433",0.608
"2016_1428_1435",0.5
"2016_1428_1437",0.286
"2016_1428_1438",0.378
"2016_1428_1451",0.53
"2016_1428_1452",0.474
"2016_1428_1453",0.628
"2016_1428_1455",0.518
"2016_1428_1458",0.622
"2016_1428_1462",0.572
"2016_1428_1463",0.564
"2016_1433_1435",0.582
"2016_1433_1437",0.268
"2016_1433_1438",0.296
"2016_1433_1451",0.578
"2016_1433_1452",0.382
"2016_1433_1453",0.736
"2016_1433_1455",0.418
"2016_1433_1458",0.598
"2016_1433_1462",0.442
"2016_1433_1463",0.502
"2016_1435_1437",0.17
"2016_1435_1438",0.202
"2016_1435_1451",0.522
"2016_1435_1452",0.288
"2016_1435_1453",0.516
"2016_1435_1455",0.16
"2016_1435_1458",0.448
"2016_1435_1462",0.3
"2016_1435_1463",0.404
"2016_1437_1438",0.594
"2016_1437_1451",0.814
"2016_1437_1452",0.846
"2016_1437_1453",0.85
"2016_1437_1455",0.86
"2016_1437_1458",0.896
"2016_1437_1462",0.744
"2016_1437_1463",0.87
"2016_1438_1451",0.784
"2016_1438_1452",0.802
"2016_1438_1453",0.824
"2016_1438_1455",0.828
"2016_1438_1458",0.878
"2016_1438_1462",0.72
"2016_1438_1463",0.818
"2016_1451_1452",0.226
"2016_1451_1453",0.546
"2016_1451_1455",0.34
"2016_1451_1458",0.412
"2016_1451_1462",0.156
"2016_1451_1463",0.272
"2016_1452_1453",0.742
"2016_1452_1455",0.696
"2016_1452_1458",0.766
"2016_1452_1462",0.59
"2016_1452_1463",0.64
"2016_1453_1455",0.268
"2016_1453_1458",0.512
"2016_1453_1462",0.27
"2016_1453_1463",0.432
"2016_1455_1458",0.514
"2016_1455_1462",0.446
"2016_1455_1463",0.464
"2016_1458_1462",0.73
"2016_1458_1463",0.43
"2016_1462_1463",0.774
